loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_kepflag,pl_k2flag,pl_nnotes,st_teff,st_tefferr1,st_tefferr2,st_tefflim,pl_facility
1207,KOI-55,c,KOI-55 c,Orbital Brightness Modulation,2,1,0,0,27730,270,-270,0,Kepler
1208,KOI-94,b,KOI-94 b,Transit,4,1,0,1,6182,58,-58,0,Kepler
1209,KOI-94,c,KOI-94 c,Transit,4,1,0,2,6182,58,-58,0,Kepler
1210,KOI-94,d,KOI-94 d,Transit,4,1,0,2,6182,58,-58,0,Kepler
1211,KOI-94,e,KOI-94 e,Transit,4,1,0,2,6182,58,-58,0,Kepler
1212,KPS-1,b,KPS-1 b,Transit,1,0,0,0,5165,90,-90,0,Acton Sky Portal Observatory
1213,Kapteyn,c,Kapteyn c,Radial Velocity,1,0,0,0,3550,50,-50,0,Multiple Observatories
1214,Kepler-10,b,Kepler-10 b,Transit,2,1,0,2,5627,44,-44,0,Kepler
1215,Kepler-10,c,Kepler-10 c,Transit,2,1,0,2,5627,44,-44,0,Kepler
1216,Kepler-100,b,Kepler-100 b,Transit,3,1,0,1,5825,75,-75,0,Kepler
1217,Kepler-100,c,Kepler-100 c,Transit,3,1,0,1,5825,75,-75,0,Kepler
1218,Kepler-100,d,Kepler-100 d,Transit,3,1,0,1,5825,75,-75,0,Kepler
1219,Kepler-1000,b,Kepler-1000 b,Transit,1,1,0,1,6453,74.15,-73.42,0,Kepler
1220,Kepler-1001,b,Kepler-1001 b,Transit,1,1,0,1,5491,66.16,-68.91,0,Kepler
1221,Kepler-1002,b,Kepler-1002 b,Transit,1,1,0,1,6144,47.25,-61.08,0,Kepler
1222,Kepler-1003,b,Kepler-1003 b,Transit,1,1,0,1,6109,150.04,-195.29,0,Kepler
1223,Kepler-1004,b,Kepler-1004 b,Transit,1,1,0,1,4972,52.3,-39.52,0,Kepler
1224,Kepler-1005,b,Kepler-1005 b,Transit,1,1,0,1,5782,68.03,-67.92,0,Kepler
1225,Kepler-1006,b,Kepler-1006 b,Transit,1,1,0,1,5328,180.84,-112.84,0,Kepler
1226,Kepler-1007,b,Kepler-1007 b,Transit,1,1,0,1,4587,88.05,-98.48,0,Kepler
1227,Kepler-1008,b,Kepler-1008 b,Transit,1,1,0,1,5066,79.91,-66.82,0,Kepler
1228,Kepler-1009,b,Kepler-1009 b,Transit,1,1,0,1,4027,41.14,-36.46,0,Kepler
1229,Kepler-101,b,Kepler-101 b,Transit,2,1,0,1,5667,50,-50,0,Kepler
1230,Kepler-101,c,Kepler-101 c,Transit,2,1,0,1,5667,50,-50,0,Kepler
1231,Kepler-1010,b,Kepler-1010 b,Transit,1,1,0,1,5253,67.75,-80.75,0,Kepler
1232,Kepler-1011,b,Kepler-1011 b,Transit,1,1,0,1,5416,95.5,-130.93,0,Kepler
1233,Kepler-1012,b,Kepler-1012 b,Transit,1,1,0,1,5556,77.89,-67.52,0,Kepler
1234,Kepler-1013,b,Kepler-1013 b,Transit,1,1,0,1,4954,77.29,-81.88,0,Kepler
1235,Kepler-1014,b,Kepler-1014 b,Transit,1,1,0,1,5388,68.87,-66.36,0,Kepler
1236,Kepler-1015,b,Kepler-1015 b,Transit,1,1,0,1,6769,136.36,-197.14,0,Kepler
1237,Kepler-1016,b,Kepler-1016 b,Transit,2,1,0,1,5821,177.41,-169.89,0,Kepler
1238,Kepler-1016,c,Kepler-1016 c,Transit,2,1,0,1,5821,177.41,-169.89,0,Kepler
1239,Kepler-1017,b,Kepler-1017 b,Transit,1,1,0,1,5473,93.16,-81.05,0,Kepler
1240,Kepler-1018,b,Kepler-1018 b,Transit,1,1,0,1,5518,61.16,-57.64,0,Kepler
1241,Kepler-1019,b,Kepler-1019 b,Transit,1,1,0,1,4433,43.73,-45.09,0,Kepler
1242,Kepler-102,b,Kepler-102 b,Transit,5,1,0,1,4909,41,-41,0,Kepler
1243,Kepler-102,c,Kepler-102 c,Transit,5,1,0,1,4909,41,-41,0,Kepler
1244,Kepler-102,d,Kepler-102 d,Transit,5,1,0,1,4909,41,-41,0,Kepler
1245,Kepler-102,e,Kepler-102 e,Transit,5,1,0,1,4909,41,-41,0,Kepler
1246,Kepler-102,f,Kepler-102 f,Transit,5,1,0,1,4909,41,-41,0,Kepler
1247,Kepler-1020,b,Kepler-1020 b,Transit,1,1,0,1,5227,66.71,-60.63,0,Kepler
1248,Kepler-1021,b,Kepler-1021 b,Transit,1,1,0,1,5431,143.14,-143.99,0,Kepler
1249,Kepler-1022,b,Kepler-1022 b,Transit,1,1,0,1,4445,49.47,-51.77,0,Kepler
1250,Kepler-1023,b,Kepler-1023 b,Transit,1,1,0,1,5494,75.28,-98.69,0,Kepler
1251,Kepler-1024,b,Kepler-1024 b,Transit,1,1,0,1,5143,126.73,-76.37,0,Kepler
1252,Kepler-1025,b,Kepler-1025 b,Transit,1,1,0,1,6089,102.4,-95.52,0,Kepler
1253,Kepler-1026,b,Kepler-1026 b,Transit,1,1,0,1,4948,85.79,-89.37,0,Kepler
1254,Kepler-1027,b,Kepler-1027 b,Transit,1,1,0,1,5436,66.85,-58.48,0,Kepler
1255,Kepler-1028,b,Kepler-1028 b,Transit,1,1,0,1,5522,102.65,-78.23,0,Kepler
1256,Kepler-1029,b,Kepler-1029 b,Transit,1,1,0,1,5030,68.38,-91.81,0,Kepler
1257,Kepler-103,b,Kepler-103 b,Transit,2,1,0,1,5845,88,-88,0,Kepler
1258,Kepler-103,c,Kepler-103 c,Transit,2,1,0,1,5845,88,-88,0,Kepler
1259,Kepler-1030,b,Kepler-1030 b,Transit,1,1,0,1,4983,78.38,-85.01,0,Kepler
1260,Kepler-1031,b,Kepler-1031 b,Transit,1,1,0,1,6011,125.91,-133.3,0,Kepler
1261,Kepler-1032,b,Kepler-1032 b,Transit,1,1,0,1,4647,57.14,-84.37,0,Kepler
1262,Kepler-1033,b,Kepler-1033 b,Transit,1,1,0,1,5547,59.76,-66.49,0,Kepler
1263,Kepler-1034,b,Kepler-1034 b,Transit,1,1,0,1,5198,102.36,-86.25,0,Kepler
1264,Kepler-1035,b,Kepler-1035 b,Transit,1,1,0,1,5763,114.35,-121.15,0,Kepler
1265,Kepler-1036,b,Kepler-1036 b,Transit,1,1,0,1,5533,83.31,-69.58,0,Kepler
1266,Kepler-1037,b,Kepler-1037 b,Transit,1,1,0,1,5105,96.95,-70.71,0,Kepler
1267,Kepler-1038,b,Kepler-1038 b,Transit,1,1,0,1,5335,253.32,-212.93,0,Kepler
1268,Kepler-1039,b,Kepler-1039 b,Transit,1,1,0,1,4870,194.18,-173.27,0,Kepler
1269,Kepler-104,b,Kepler-104 b,Transit,3,1,0,1,5711,74,-74,0,Kepler
1270,Kepler-104,c,Kepler-104 c,Transit,3,1,0,1,5711,74,-74,0,Kepler
1271,Kepler-104,d,Kepler-104 d,Transit,3,1,0,1,5711,74,-74,0,Kepler
1272,Kepler-1040,b,Kepler-1040 b,Transit,1,1,0,1,5694,78.24,-65.65,0,Kepler
1273,Kepler-1041,b,Kepler-1041 b,Transit,1,1,0,1,5957,107.73,-105.23,0,Kepler
1274,Kepler-1042,b,Kepler-1042 b,Transit,1,1,0,1,4815,86.89,-79.62,0,Kepler
1275,Kepler-1043,b,Kepler-1043 b,Transit,1,1,0,1,5629,73.19,-67.58,0,Kepler
1276,Kepler-1044,b,Kepler-1044 b,Transit,1,1,0,1,5985,112.26,-124.51,0,Kepler
1277,Kepler-1045,b,Kepler-1045 b,Transit,1,1,0,1,5301,56.01,-59.81,0,Kepler
1278,Kepler-1046,b,Kepler-1046 b,Transit,1,1,0,1,5913,72.81,-81.92,0,Kepler
1279,Kepler-1047,b,Kepler-1047 b,Transit,2,1,0,1,5754,83.64,-75.6,0,Kepler
1280,Kepler-1047,c,Kepler-1047 c,Transit,2,1,0,1,5754,83.64,-75.6,0,Kepler
1281,Kepler-1048,b,Kepler-1048 b,Transit,1,1,0,1,4651,59.42,-62.38,0,Kepler
1282,Kepler-1049,b,Kepler-1049 b,Transit,1,1,0,1,3864,42.03,-41.5,0,Kepler
1283,Kepler-105,b,Kepler-105 b,Transit,2,1,0,1,5827,94,-94,0,Kepler
1284,Kepler-105,c,Kepler-105 c,Transit,2,1,0,1,5827,94,-94,0,Kepler
1285,Kepler-1050,b,Kepler-1050 b,Transit,2,1,0,1,6010,90.67,-99.65,0,Kepler
1286,Kepler-1050,c,Kepler-1050 c,Transit,2,1,0,1,6010,90.67,-99.65,0,Kepler
1287,Kepler-1051,b,Kepler-1051 b,Transit,1,1,0,1,6675,270.59,-222.6,0,Kepler
1288,Kepler-1052,b,Kepler-1052 b,Transit,1,1,0,1,5888,160.5,-173.26,0,Kepler
1289,Kepler-1053,b,Kepler-1053 b,Transit,1,1,0,1,4529,81.74,-98.25,0,Kepler
1290,Kepler-1054,b,Kepler-1054 b,Transit,1,1,0,1,6209,106.61,-147.02,0,Kepler
1291,Kepler-1055,b,Kepler-1055 b,Transit,1,1,0,1,5723,76.28,-61.68,0,Kepler
1292,Kepler-1056,b,Kepler-1056 b,Transit,1,1,0,1,6127,199.75,-285.27,0,Kepler
1293,Kepler-1057,b,Kepler-1057 b,Transit,1,1,0,1,5987,293.78,-296.99,0,Kepler
1294,Kepler-1058,b,Kepler-1058 b,Transit,1,1,0,1,4644,89.85,-112.73,0,Kepler
1295,Kepler-1059,b,Kepler-1059 b,Transit,1,1,0,1,4906,81.53,-62.34,0,Kepler
1296,Kepler-106,b,Kepler-106 b,Transit,4,1,0,1,5858,114,-114,0,Kepler
1297,Kepler-106,c,Kepler-106 c,Transit,4,1,0,1,5858,114,-114,0,Kepler
1298,Kepler-106,d,Kepler-106 d,Transit,4,1,0,1,5858,114,-114,0,Kepler
1299,Kepler-106,e,Kepler-106 e,Transit,4,1,0,1,5858,114,-114,0,Kepler
1300,Kepler-1060,b,Kepler-1060 b,Transit,1,1,0,1,5797,180.98,-198.61,0,Kepler
1301,Kepler-1061,b,Kepler-1061 b,Transit,1,1,0,1,6067,71.81,-59.04,0,Kepler
1302,Kepler-1062,b,Kepler-1062 b,Transit,1,1,0,1,4597,61.91,-73.2,0,Kepler
1303,Kepler-1063,b,Kepler-1063 b,Transit,1,1,0,1,5945,188.84,-155.38,0,Kepler
1304,Kepler-1064,b,Kepler-1064 b,Transit,1,1,0,1,5153,80.62,-59.98,0,Kepler
1305,Kepler-1065,b,Kepler-1065 b,Transit,2,1,0,1,5635,166.04,-202.38,0,Kepler
1306,Kepler-1065,c,Kepler-1065 c,Transit,2,1,0,1,5635,166.04,-202.38,0,Kepler
1307,Kepler-1066,b,Kepler-1066 b,Transit,1,1,0,1,5762,287.38,-209.47,0,Kepler
1308,Kepler-1067,b,Kepler-1067 b,Transit,1,1,0,1,5592,63.05,-65.87,0,Kepler
1309,Kepler-1068,b,Kepler-1068 b,Transit,1,1,0,1,5806,123.65,-169.98,0,Kepler
1310,Kepler-1069,b,Kepler-1069 b,Transit,1,1,0,1,5722,88.79,-104.94,0,Kepler
1311,Kepler-107,b,Kepler-107 b,Transit,4,1,0,1,5851,75,-75,0,Kepler
1312,Kepler-107,c,Kepler-107 c,Transit,4,1,0,1,5851,75,-75,0,Kepler
1313,Kepler-107,d,Kepler-107 d,Transit,4,1,0,1,5851,75,-75,0,Kepler
1314,Kepler-107,e,Kepler-107 e,Transit,4,1,0,1,5851,75,-75,0,Kepler
1315,Kepler-1070,b,Kepler-1070 b,Transit,1,1,0,1,6261,114.14,-114.36,0,Kepler
1316,Kepler-1071,b,Kepler-1071 b,Transit,1,1,0,1,5215,78.36,-83.32,0,Kepler
1317,Kepler-1072,b,Kepler-1072 b,Transit,1,1,0,1,6199,102.85,-123.19,0,Kepler
1318,Kepler-1073,b,Kepler-1073 b,Transit,2,1,0,1,5792,252.91,-186.16,0,Kepler
1319,Kepler-1073,c,Kepler-1073 c,Transit,2,1,0,1,5792,252.91,-186.16,0,Kepler
1320,Kepler-1074,b,Kepler-1074 b,Transit,1,1,0,1,4002,33.45,-33.56,0,Kepler
1321,Kepler-1075,b,Kepler-1075 b,Transit,1,1,0,1,3959,39.29,-38.69,0,Kepler
1322,Kepler-1076,b,Kepler-1076 b,Transit,1,1,0,1,4868,38.24,-45.61,0,Kepler
1323,Kepler-1077,b,Kepler-1077 b,Transit,1,1,0,1,5816,99.93,-113.54,0,Kepler
1324,Kepler-1078,b,Kepler-1078 b,Transit,1,1,0,1,5612,100.22,-123.53,0,Kepler
