loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_kepflag,pl_k2flag,pl_nnotes,st_teff,st_tefferr1,st_tefferr2,st_tefflim,pl_facility
1817,Kepler-1456,b,Kepler-1456 b,Transit,1,1,0,1,4231,68.4,-85.61,0,Kepler
1818,Kepler-1457,b,Kepler-1457 b,Transit,1,1,0,1,5866,137.28,-119.79,0,Kepler
1819,Kepler-1458,b,Kepler-1458 b,Transit,1,1,0,1,5653,119.66,-136.13,0,Kepler
1820,Kepler-1459,b,Kepler-1459 b,Transit,1,1,0,1,4828,42.43,-40.76,0,Kepler
1821,Kepler-146,b,Kepler-146 b,Transit,2,1,0,1,5948,100,-100,0,Kepler
1822,Kepler-146,c,Kepler-146 c,Transit,2,1,0,1,5948,100,-100,0,Kepler
1823,Kepler-1460,b,Kepler-1460 b,Transit,1,1,0,1,4422,43.62,-45.02,0,Kepler
1824,Kepler-1461,b,Kepler-1461 b,Transit,1,1,0,1,4919,49.81,-58.16,0,Kepler
1825,Kepler-1462,b,Kepler-1462 b,Transit,1,1,0,1,5756,144.59,-206.5,0,Kepler
1826,Kepler-1463,b,Kepler-1463 b,Transit,1,1,0,1,5679,93.91,-125.8,0,Kepler
1827,Kepler-1464,b,Kepler-1464 b,Transit,2,1,0,1,5828,112.18,-169.63,0,Kepler
1828,Kepler-1464,c,Kepler-1464 c,Transit,2,1,0,1,5828,112.18,-169.63,0,Kepler
1829,Kepler-1465,b,Kepler-1465 b,Transit,1,1,0,1,4726,60.73,-75.37,0,Kepler
1830,Kepler-1466,b,Kepler-1466 b,Transit,1,1,0,1,5884,144.58,-128.07,0,Kepler
1831,Kepler-1467,b,Kepler-1467 b,Transit,1,1,0,1,5332,179.19,-173.73,0,Kepler
1832,Kepler-1468,b,Kepler-1468 b,Transit,2,1,0,1,5893,162.9,-197.95,0,Kepler
1833,Kepler-1468,c,Kepler-1468 c,Transit,2,1,0,1,5893,162.9,-197.95,0,Kepler
1834,Kepler-1469,b,Kepler-1469 b,Transit,1,1,0,1,5507,128.4,-170.81,0,Kepler
1835,Kepler-147,b,Kepler-147 b,Transit,2,1,0,1,6012,100,-100,0,Kepler
1836,Kepler-147,c,Kepler-147 c,Transit,2,1,0,1,6012,100,-100,0,Kepler
1837,Kepler-1470,b,Kepler-1470 b,Transit,1,1,0,1,4961,84.41,-94.64,0,Kepler
1838,Kepler-1471,b,Kepler-1471 b,Transit,1,1,0,1,5660,86.53,-104.98,0,Kepler
1839,Kepler-1472,b,Kepler-1472 b,Transit,1,1,0,1,6159,92.7,-114.64,0,Kepler
1840,Kepler-1473,b,Kepler-1473 b,Transit,1,1,0,1,6046,77.17,-64.08,0,Kepler
1841,Kepler-1474,b,Kepler-1474 b,Transit,1,1,0,1,5870,115.73,-173.32,0,Kepler
1842,Kepler-1475,b,Kepler-1475 b,Transit,1,1,0,1,6214,192.71,-203.22,0,Kepler
1843,Kepler-1476,b,Kepler-1476 b,Transit,1,1,0,1,5663,68.09,-77.19,0,Kepler
1844,Kepler-1477,b,Kepler-1477 b,Transit,1,1,0,1,5100,78.06,-73.51,0,Kepler
1845,Kepler-1478,b,Kepler-1478 b,Transit,1,1,0,1,5904,102.51,-137.72,0,Kepler
1846,Kepler-1479,b,Kepler-1479 b,Transit,1,1,0,1,5796,74.44,-79.45,0,Kepler
1847,Kepler-148,b,Kepler-148 b,Transit,3,1,0,1,5272,200,-200,0,Kepler
1848,Kepler-148,c,Kepler-148 c,Transit,3,1,0,1,5272,200,-200,0,Kepler
1849,Kepler-148,d,Kepler-148 d,Transit,3,1,0,1,5272,200,-200,0,Kepler
1850,Kepler-1480,b,Kepler-1480 b,Transit,1,1,0,1,5156,61.41,-70.65,0,Kepler
1851,Kepler-1481,b,Kepler-1481 b,Transit,1,1,0,1,4908,52.54,-65.82,0,Kepler
1852,Kepler-1482,b,Kepler-1482 b,Transit,1,1,0,1,5381,59.2,-59.31,0,Kepler
1853,Kepler-1483,b,Kepler-1483 b,Transit,1,1,0,1,6337,208.71,-223.77,0,Kepler
1854,Kepler-1484,b,Kepler-1484 b,Transit,1,1,0,1,5730,204.01,-127.9,0,Kepler
1855,Kepler-1485,b,Kepler-1485 b,Transit,1,1,0,1,6087,92.28,-89.44,0,Kepler
1856,Kepler-1486,b,Kepler-1486 b,Transit,1,1,0,1,5965,147.55,-160.68,0,Kepler
1857,Kepler-1487,b,Kepler-1487 b,Transit,1,1,0,1,6541,230.55,-190.33,0,Kepler
1858,Kepler-1488,b,Kepler-1488 b,Transit,1,1,0,1,5820,71.05,-62.23,0,Kepler
1859,Kepler-1489,b,Kepler-1489 b,Transit,1,1,0,1,5655,76.91,-64.04,0,Kepler
1860,Kepler-149,b,Kepler-149 b,Transit,3,1,0,1,5381,100,-100,0,Kepler
1861,Kepler-149,c,Kepler-149 c,Transit,3,1,0,1,5381,100,-100,0,Kepler
1862,Kepler-149,d,Kepler-149 d,Transit,3,1,0,1,5381,100,-100,0,Kepler
1863,Kepler-1490,b,Kepler-1490 b,Transit,1,1,0,1,5515,193.53,-190.47,0,Kepler
1864,Kepler-1491,b,Kepler-1491 b,Transit,1,1,0,1,5728,84.52,-115.34,0,Kepler
1865,Kepler-1492,b,Kepler-1492 b,Transit,1,1,0,1,4712,54.27,-72.63,0,Kepler
1866,Kepler-1493,b,Kepler-1493 b,Transit,1,1,0,1,5863,78.69,-82.85,0,Kepler
1867,Kepler-1494,b,Kepler-1494 b,Transit,1,1,0,1,5659,86.94,-107.31,0,Kepler
1868,Kepler-1495,b,Kepler-1495 b,Transit,1,1,0,1,5831,90.97,-139.38,0,Kepler
1869,Kepler-1496,b,Kepler-1496 b,Transit,1,1,0,1,6182,140.35,-206.6,0,Kepler
1870,Kepler-1497,b,Kepler-1497 b,Transit,1,1,0,1,5675,159.75,-169,0,Kepler
1871,Kepler-1498,b,Kepler-1498 b,Transit,1,1,0,1,5256,60.36,-58.16,0,Kepler
1872,Kepler-1499,b,Kepler-1499 b,Transit,1,1,0,1,5097,77.02,-92.24,0,Kepler
1873,Kepler-15,b,Kepler-15 b,Transit,1,1,0,1,5515,122,-130,0,Kepler
1874,Kepler-150,b,Kepler-150 b,Transit,5,1,0,1,5560,100,-100,0,Kepler
1875,Kepler-150,c,Kepler-150 c,Transit,5,1,0,1,5560,100,-100,0,Kepler
1876,Kepler-150,d,Kepler-150 d,Transit,5,1,0,1,5560,100,-100,0,Kepler
1877,Kepler-150,e,Kepler-150 e,Transit,5,1,0,1,5560,100,-100,0,Kepler
1878,Kepler-150,f,Kepler-150 f,Transit,5,1,0,0,5560,100,-100,0,Kepler
1879,Kepler-1500,b,Kepler-1500 b,Transit,1,1,0,1,5845,122.09,-140.57,0,Kepler
1880,Kepler-1501,b,Kepler-1501 b,Transit,1,1,0,1,6229,111.62,-123.73,0,Kepler
1881,Kepler-1502,b,Kepler-1502 b,Transit,1,1,0,1,6666,321.18,-272.08,0,Kepler
1882,Kepler-1503,b,Kepler-1503 b,Transit,1,1,0,1,5069,95.03,-73.98,0,Kepler
1883,Kepler-1504,b,Kepler-1504 b,Transit,1,1,0,1,5393,102.27,-78.86,0,Kepler
1884,Kepler-1505,b,Kepler-1505 b,Transit,1,1,0,1,5686,65.36,-53.94,0,Kepler
1885,Kepler-1506,b,Kepler-1506 b,Transit,1,1,0,1,5676,104.55,-89.59,0,Kepler
1886,Kepler-1507,b,Kepler-1507 b,Transit,1,1,0,1,5410,63.43,-70.14,0,Kepler
1887,Kepler-1508,b,Kepler-1508 b,Transit,1,1,0,1,6158,294.77,-280.41,0,Kepler
1888,Kepler-1509,b,Kepler-1509 b,Transit,1,1,0,1,5780,69.62,-80.25,0,Kepler
1889,Kepler-151,b,Kepler-151 b,Transit,2,1,0,1,5460,200,-200,0,Kepler
1890,Kepler-151,c,Kepler-151 c,Transit,2,1,0,1,5460,200,-200,0,Kepler
1891,Kepler-1510,b,Kepler-1510 b,Transit,1,1,0,1,6200,177.72,-224.25,0,Kepler
1892,Kepler-1511,b,Kepler-1511 b,Transit,1,1,0,1,6064,72.72,-86.89,0,Kepler
1893,Kepler-1512,b,Kepler-1512 b,Transit,1,1,0,1,4372,59.14,-63.7,0,Kepler
1894,Kepler-1513,b,Kepler-1513 b,Transit,1,1,0,1,5617,176.78,-124.96,0,Kepler
1895,Kepler-1514,b,Kepler-1514 b,Transit,1,1,0,1,6251,81.98,-87.8,0,Kepler
1896,Kepler-1515,b,Kepler-1515 b,Transit,1,1,0,1,6511,94.24,-81.34,0,Kepler
1897,Kepler-1516,b,Kepler-1516 b,Transit,1,1,0,1,5904,92.11,-142.16,0,Kepler
1898,Kepler-1517,b,Kepler-1517 b,Transit,1,1,0,1,7010,117.01,-113.2,0,Kepler
1899,Kepler-1518,b,Kepler-1518 b,Transit,1,1,0,1,6846,320.29,-290.12,0,Kepler
1900,Kepler-1519,b,Kepler-1519 b,Transit,1,1,0,1,5644,138.77,-112.71,0,Kepler
1901,Kepler-152,b,Kepler-152 b,Transit,2,1,0,1,5088,100,-100,0,Kepler
1902,Kepler-152,c,Kepler-152 c,Transit,2,1,0,1,5088,100,-100,0,Kepler
1903,Kepler-1520,b,Kepler-1520 b,Transit,1,1,0,2,4677,82.29,-71.28,0,Kepler
1904,Kepler-1521,b,Kepler-1521 b,Transit,1,1,0,1,5042,73.64,-58.14,0,Kepler
1905,Kepler-1522,b,Kepler-1522 b,Transit,1,1,0,1,5706,131.97,-100.71,0,Kepler
1906,Kepler-1523,b,Kepler-1523 b,Transit,1,1,0,1,5708,150,-158.59,0,Kepler
1907,Kepler-1524,b,Kepler-1524 b,Transit,1,1,0,1,6179,148.99,-210.53,0,Kepler
1908,Kepler-1525,b,Kepler-1525 b,Transit,1,1,0,1,5748,70.33,-66.29,0,Kepler
1909,Kepler-1526,b,Kepler-1526 b,Transit,1,1,0,1,4601,88.57,-73.91,0,Kepler
1910,Kepler-1527,b,Kepler-1527 b,Transit,1,1,0,1,6224,111.75,-166.75,0,Kepler
1911,Kepler-1528,b,Kepler-1528 b,Transit,1,1,0,1,5857,88.96,-92.52,0,Kepler
1912,Kepler-1529,b,Kepler-1529 b,Transit,1,1,0,1,5048,65.08,-97.92,0,Kepler
1913,Kepler-153,b,Kepler-153 b,Transit,2,1,0,1,5404,200,-200,0,Kepler
1914,Kepler-153,c,Kepler-153 c,Transit,2,1,0,1,5404,200,-200,0,Kepler
1915,Kepler-1530,b,Kepler-1530 b,Transit,2,1,0,1,5477,62.89,-65.13,0,Kepler
1916,Kepler-1530,c,Kepler-1530 c,Transit,2,1,0,1,5477,62.89,-65.13,0,Kepler
1917,Kepler-1531,b,Kepler-1531 b,Transit,1,1,0,1,6260,161.61,-182.91,0,Kepler
1918,Kepler-1532,b,Kepler-1532 b,Transit,1,1,0,1,5559,129.54,-75.54,0,Kepler
1919,Kepler-1533,b,Kepler-1533 b,Transit,1,1,0,1,6431,243.97,-226.69,0,Kepler
1920,Kepler-1534,b,Kepler-1534 b,Transit,1,1,0,1,5442,130.03,-110.47,0,Kepler
1921,Kepler-1535,b,Kepler-1535 b,Transit,1,1,0,1,6021,94.56,-92.04,0,Kepler
1922,Kepler-1536,b,Kepler-1536 b,Transit,1,1,0,1,4434,69.95,-76.77,0,Kepler
1923,Kepler-1537,b,Kepler-1537 b,Transit,1,1,0,1,5079,106.9,-78.8,0,Kepler
1924,Kepler-1538,b,Kepler-1538 b,Transit,1,1,0,1,5837,68.83,-71.61,0,Kepler
1925,Kepler-1539,b,Kepler-1539 b,Transit,1,1,0,1,5176,55.53,-57.95,0,Kepler
1926,Kepler-154,b,Kepler-154 b,Transit,5,1,0,1,5690,108,-108,0,Kepler
1927,Kepler-154,c,Kepler-154 c,Transit,5,1,0,1,5690,108,-108,0,Kepler
1928,Kepler-154,d,Kepler-154 d,Transit,5,1,0,1,5690,108,-108,0,Kepler
1929,Kepler-154,e,Kepler-154 e,Transit,5,1,0,1,5690,108,-108,0,Kepler
1930,Kepler-154,f,Kepler-154 f,Transit,5,1,0,1,5690,108,-108,0,Kepler
1931,Kepler-1540,b,Kepler-1540 b,Transit,1,1,0,1,4540,69.37,-88.2,0,Kepler
1932,Kepler-1541,b,Kepler-1541 b,Transit,1,1,0,1,5282,75.06,-78.58,0,Kepler
1933,Kepler-1542,b,Kepler-1542 b,Transit,4,1,0,1,5564,63.25,-63.29,0,Kepler
1934,Kepler-1542,c,Kepler-1542 c,Transit,4,1,0,1,5564,63.25,-63.29,0,Kepler
1935,Kepler-1542,d,Kepler-1542 d,Transit,4,1,0,1,5564,63.25,-63.29,0,Kepler
1936,Kepler-1542,e,Kepler-1542 e,Transit,4,1,0,1,5564,63.25,-63.29,0,Kepler
1937,Kepler-1543,b,Kepler-1543 b,Transit,1,1,0,1,6561,148.25,-171.68,0,Kepler
1938,Kepler-1544,b,Kepler-1544 b,Transit,1,1,0,1,4886,73.93,-56.64,0,Kepler
1939,Kepler-1545,b,Kepler-1545 b,Transit,1,1,0,1,5201,136.42,-84.36,0,Kepler
1940,Kepler-1546,b,Kepler-1546 b,Transit,1,1,0,1,5623,325.49,-260.22,0,Kepler
1941,Kepler-1547,b,Kepler-1547 b,Transit,1,1,0,1,6078,94.46,-139.23,0,Kepler
1942,Kepler-1548,b,Kepler-1548 b,Transit,1,1,0,1,5706,63.43,-77.25,0,Kepler
1943,Kepler-1549,b,Kepler-1549 b,Transit,1,1,0,1,5324,103.58,-124.08,0,Kepler
1944,Kepler-155,b,Kepler-155 b,Transit,2,1,0,1,4508,100,-100,0,Kepler
1945,Kepler-155,c,Kepler-155 c,Transit,2,1,0,1,4508,100,-100,0,Kepler
1946,Kepler-1550,b,Kepler-1550 b,Transit,1,1,0,1,5991,161.09,-159.37,0,Kepler
1947,Kepler-1551,b,Kepler-1551 b,Transit,1,1,0,1,6136,242.35,-164.67,0,Kepler
1948,Kepler-1552,b,Kepler-1552 b,Transit,1,1,0,1,5202,85.4,-75.4,0,Kepler
1949,Kepler-1553,b,Kepler-1553 b,Transit,1,1,0,1,5288,98.79,-66.74,0,Kepler
1950,Kepler-1554,b,Kepler-1554 b,Transit,1,1,0,1,5297,102.5,-97.44,0,Kepler
1951,Kepler-1555,b,Kepler-1555 b,Transit,1,1,0,1,5866,71.46,-82.62,0,Kepler
1952,Kepler-1556,b,Kepler-1556 b,Transit,1,1,0,1,5608,69.12,-91.9,0,Kepler
1953,Kepler-1557,b,Kepler-1557 b,Transit,1,1,0,1,6099,112,-191.52,0,Kepler
1954,Kepler-1558,b,Kepler-1558 b,Transit,1,1,0,1,5101,59.21,-59.69,0,Kepler
1955,Kepler-1559,b,Kepler-1559 b,Transit,1,1,0,1,5316,98.57,-97.87,0,Kepler
1956,Kepler-156,b,Kepler-156 b,Transit,2,1,0,1,5094,100,-100,0,Kepler
1957,Kepler-156,c,Kepler-156 c,Transit,2,1,0,1,5094,100,-100,0,Kepler
1958,Kepler-1560,b,Kepler-1560 b,Transit,1,1,0,1,5815,103.32,-136.29,0,Kepler
1959,Kepler-1561,b,Kepler-1561 b,Transit,1,1,0,1,5957,196.63,-233.87,0,Kepler
1960,Kepler-1562,b,Kepler-1562 b,Transit,1,1,0,1,5760,63.34,-73.97,0,Kepler
1961,Kepler-1563,b,Kepler-1563 b,Transit,1,1,0,1,5765,100.22,-106.69,0,Kepler
1962,Kepler-1564,b,Kepler-1564 b,Transit,1,1,0,1,5528,77.11,-90.36,0,Kepler
1963,Kepler-1565,b,Kepler-1565 b,Transit,1,1,0,1,4940,81.88,-52.6,0,Kepler
1964,Kepler-1566,b,Kepler-1566 b,Transit,1,1,0,1,5254,97.81,-89.64,0,Kepler
1965,Kepler-1567,b,Kepler-1567 b,Transit,1,1,0,1,5655,149.03,-167.77,0,Kepler
1966,Kepler-1568,b,Kepler-1568 b,Transit,1,1,0,1,5956,69.05,-55.35,0,Kepler
1967,Kepler-1569,b,Kepler-1569 b,Transit,1,1,0,1,6319,179.66,-219.91,0,Kepler
1968,Kepler-157,b,Kepler-157 b,Transit,3,1,0,1,5774,125,-125,0,Kepler
1969,Kepler-157,c,Kepler-157 c,Transit,3,1,0,1,5774,125,-125,0,Kepler
1970,Kepler-157,d,Kepler-157 d,Transit,3,1,0,1,5774,125,-125,0,Kepler
1971,Kepler-1570,b,Kepler-1570 b,Transit,1,1,0,1,5550,289.64,-239.62,0,Kepler
1972,Kepler-1571,b,Kepler-1571 b,Transit,1,1,0,1,6297,339.05,-313.54,0,Kepler
1973,Kepler-1572,b,Kepler-1572 b,Transit,1,1,0,1,5618,62.91,-70.62,0,Kepler
1974,Kepler-1573,b,Kepler-1573 b,Transit,1,1,0,1,5808,84.07,-98.49,0,Kepler
1975,Kepler-1574,b,Kepler-1574 b,Transit,1,1,0,1,5892,85.09,-107.29,0,Kepler
1976,Kepler-1575,b,Kepler-1575 b,Transit,1,1,0,1,5667,140.13,-92.37,0,Kepler
1977,Kepler-1576,b,Kepler-1576 b,Transit,1,1,0,1,5876,104.99,-147.58,0,Kepler
1978,Kepler-1577,b,Kepler-1577 b,Transit,1,1,0,1,4862,84.27,-75.08,0,Kepler
1979,Kepler-1578,b,Kepler-1578 b,Transit,1,1,0,1,5545,73.2,-74.33,0,Kepler
1980,Kepler-1579,b,Kepler-1579 b,Transit,1,1,0,1,4584,61.63,-74.2,0,Kepler
1981,Kepler-158,b,Kepler-158 b,Transit,2,1,0,1,4623,200,-200,0,Kepler
1982,Kepler-158,c,Kepler-158 c,Transit,2,1,0,1,4623,200,-200,0,Kepler
1983,Kepler-1580,b,Kepler-1580 b,Transit,1,1,0,1,6228,75.22,-81.47,0,Kepler
1984,Kepler-1581,b,Kepler-1581 b,Transit,1,1,0,1,6022,81.89,-66.79,0,Kepler
1985,Kepler-1582,b,Kepler-1582 b,Transit,1,1,0,1,3208,24.62,-23.86,0,Kepler
1986,Kepler-1583,b,Kepler-1583 b,Transit,1,1,0,1,5645,83.87,-81.55,0,Kepler
1987,Kepler-1584,b,Kepler-1584 b,Transit,1,1,0,1,6069,86.35,-93.46,0,Kepler
1988,Kepler-1585,b,Kepler-1585 b,Transit,1,1,0,1,5538,111.3,-154.22,0,Kepler
1989,Kepler-1586,b,Kepler-1586 b,Transit,1,1,0,1,6681,268,-299.6,0,Kepler
1990,Kepler-1587,b,Kepler-1587 b,Transit,1,1,0,1,5933,79.13,-77.98,0,Kepler
1991,Kepler-1588,b,Kepler-1588 b,Transit,1,1,0,1,5817,69.45,-56.87,0,Kepler
1992,Kepler-1589,b,Kepler-1589 b,Transit,1,1,0,1,6166,169.76,-232.41,0,Kepler
1993,Kepler-159,b,Kepler-159 b,Transit,2,1,0,1,4625,100,-100,0,Kepler
1994,Kepler-159,c,Kepler-159 c,Transit,2,1,0,1,4625,100,-100,0,Kepler
1995,Kepler-1590,b,Kepler-1590 b,Transit,1,1,0,1,6053,122.92,-137,0,Kepler
1996,Kepler-1591,b,Kepler-1591 b,Transit,1,1,0,1,6082,168.06,-232.08,0,Kepler
1997,Kepler-1592,b,Kepler-1592 b,Transit,1,1,0,1,6213,223.89,-246.35,0,Kepler
1998,Kepler-1593,b,Kepler-1593 b,Transit,1,1,0,1,4995,243.24,-219.42,0,Kepler
1999,Kepler-1594,b,Kepler-1594 b,Transit,1,1,0,1,5946,94.8,-125.41,0,Kepler
2000,Kepler-1595,b,Kepler-1595 b,Transit,1,1,0,1,5203,61.17,-66.07,0,Kepler
2001,Kepler-1596,b,Kepler-1596 b,Transit,1,1,0,1,5706,76.54,-66.32,0,Kepler
2002,Kepler-1597,b,Kepler-1597 b,Transit,1,1,0,1,6377,131.93,-114.19,0,Kepler
2003,Kepler-1598,b,Kepler-1598 b,Transit,1,1,0,1,5940,75,-88.75,0,Kepler
2004,Kepler-1599,b,Kepler-1599 b,Transit,1,1,0,1,5767,97.64,-125.25,0,Kepler
2005,Kepler-16,b,Kepler-16 b,Transit,1,1,0,0,4450,150,-150,0,Kepler
2006,Kepler-160,b,Kepler-160 b,Transit,2,1,0,1,5857,200,-200,0,Kepler
2007,Kepler-160,c,Kepler-160 c,Transit,2,1,0,1,5857,200,-200,0,Kepler
2008,Kepler-1600,b,Kepler-1600 b,Transit,1,1,0,1,5214,66.69,-91.43,0,Kepler
2009,Kepler-1601,b,Kepler-1601 b,Transit,1,1,0,1,5869,90.84,-118.62,0,Kepler
2010,Kepler-1602,b,Kepler-1602 b,Transit,1,1,0,1,6296,217.69,-152.7,0,Kepler
2011,Kepler-1603,b,Kepler-1603 b,Transit,1,1,0,1,6241,116.66,-168.54,0,Kepler
2012,Kepler-1604,b,Kepler-1604 b,Transit,1,1,0,1,4976,49.62,-51.36,0,Kepler
2013,Kepler-1605,b,Kepler-1605 b,Transit,1,1,0,1,5280,56.11,-59.11,0,Kepler
2014,Kepler-1606,b,Kepler-1606 b,Transit,1,1,0,1,5422,59.86,-63.5,0,Kepler
2015,Kepler-1607,b,Kepler-1607 b,Transit,1,1,0,1,6116,118.51,-199.25,0,Kepler
2016,Kepler-1608,b,Kepler-1608 b,Transit,1,1,0,1,4992,119.01,-72.99,0,Kepler
2017,Kepler-1609,b,Kepler-1609 b,Transit,1,1,0,1,6132,88.96,-146.65,0,Kepler
2018,Kepler-161,b,Kepler-161 b,Transit,2,1,0,1,5078,100,-100,0,Kepler
2019,Kepler-161,c,Kepler-161 c,Transit,2,1,0,1,5078,100,-100,0,Kepler
2020,Kepler-1610,b,Kepler-1610 b,Transit,1,1,0,1,5383,61.72,-82.73,0,Kepler
2021,Kepler-1611,b,Kepler-1611 b,Transit,1,1,0,1,5605,89.65,-122.47,0,Kepler
2022,Kepler-1612,b,Kepler-1612 b,Transit,1,1,0,1,5643,104.98,-130.31,0,Kepler
2023,Kepler-1613,b,Kepler-1613 b,Transit,1,1,0,1,6005,92.89,-111.57,0,Kepler
2024,Kepler-1614,b,Kepler-1614 b,Transit,1,1,0,1,5121,50.38,-46.14,0,Kepler
2025,Kepler-1615,b,Kepler-1615 b,Transit,1,1,0,1,5865,85.98,-105.58,0,Kepler
2026,Kepler-1616,b,Kepler-1616 b,Transit,1,1,0,1,6266,93.46,-92.78,0,Kepler
2027,Kepler-1617,b,Kepler-1617 b,Transit,1,1,0,1,6167,84.79,-77.96,0,Kepler
2028,Kepler-1618,b,Kepler-1618 b,Transit,1,1,0,1,6620,213.78,-143.89,0,Kepler
2029,Kepler-1619,b,Kepler-1619 b,Transit,1,1,0,1,5852,90.66,-80.99,0,Kepler
2030,Kepler-162,b,Kepler-162 b,Transit,2,1,0,1,5816,200,-200,0,Kepler
2031,Kepler-162,c,Kepler-162 c,Transit,2,1,0,1,5816,200,-200,0,Kepler
2032,Kepler-1620,b,Kepler-1620 b,Transit,1,1,0,1,6157,120.8,-167.55,0,Kepler
2033,Kepler-1621,b,Kepler-1621 b,Transit,1,1,0,1,6158,276.88,-219.74,0,Kepler
2034,Kepler-1622,b,Kepler-1622 b,Transit,1,1,0,1,6436,154.47,-172.76,0,Kepler
2035,Kepler-1623,b,Kepler-1623 b,Transit,1,1,0,1,5772,140.28,-187.15,0,Kepler
2036,Kepler-1624,b,Kepler-1624 b,Transit,1,1,0,1,3636,58.98,-53.35,0,Kepler
2037,Kepler-1625,b,Kepler-1625 b,Transit,1,1,0,1,5677,107.4,-162.14,0,Kepler
2038,Kepler-1626,b,Kepler-1626 b,Transit,1,1,0,1,6826,286.4,-316.8,0,Kepler
2039,Kepler-1627,b,Kepler-1627 b,Transit,1,1,0,1,5445,93.89,-121.15,0,Kepler
2040,Kepler-1628,b,Kepler-1628 b,Transit,1,1,0,1,3724,65.64,-48.58,0,Kepler
2041,Kepler-1629,b,Kepler-1629 b,Transit,1,1,0,1,5776,68.39,-74.65,0,Kepler
2042,Kepler-163,b,Kepler-163 b,Transit,2,1,0,1,5776,200,-200,0,Kepler
2043,Kepler-163,c,Kepler-163 c,Transit,2,1,0,1,5776,200,-200,0,Kepler
2044,Kepler-1630,b,Kepler-1630 b,Transit,1,1,0,1,4736,97.3,-64.28,0,Kepler
2045,Kepler-1631,b,Kepler-1631 b,Transit,1,1,0,1,5679,101.54,-148.91,0,Kepler
2046,Kepler-1632,b,Kepler-1632 b,Transit,1,1,0,1,6137,159.61,-176.47,0,Kepler
2047,Kepler-1633,b,Kepler-1633 b,Transit,1,1,0,1,6256,119.67,-118.36,0,Kepler
2048,Kepler-1634,b,Kepler-1634 b,Transit,1,1,0,1,5474,149.64,-144.37,0,Kepler
2049,Kepler-1635,b,Kepler-1635 b,Transit,1,1,0,1,5347,51.14,-53.97,0,Kepler
2050,Kepler-1636,b,Kepler-1636 b,Transit,1,1,0,1,5797,171.84,-166.58,0,Kepler
2051,Kepler-1637,b,Kepler-1637 b,Transit,1,1,0,1,5789,79.58,-94.94,0,Kepler
2052,Kepler-1638,b,Kepler-1638 b,Transit,1,1,0,1,5710,96.7,-111.43,0,Kepler
2053,Kepler-1639,b,Kepler-1639 b,Transit,1,1,0,1,6150,91.49,-82.94,0,Kepler
2054,Kepler-164,b,Kepler-164 b,Transit,3,1,0,1,5888,113,-113,0,Kepler
2055,Kepler-164,c,Kepler-164 c,Transit,3,1,0,1,5888,113,-113,0,Kepler
2056,Kepler-164,d,Kepler-164 d,Transit,3,1,0,1,5888,113,-113,0,Kepler
2057,Kepler-1640,b,Kepler-1640 b,Transit,1,1,0,1,6324,102.05,-142.31,0,Kepler
2058,Kepler-1641,b,Kepler-1641 b,Transit,2,1,0,1,6152,173.97,-233.57,0,Kepler
2059,Kepler-1641,c,Kepler-1641 c,Transit,2,1,0,1,6152,173.97,-233.57,0,Kepler
2060,Kepler-1642,b,Kepler-1642 b,Transit,2,1,0,1,5355,178.89,-191.86,0,Kepler
2061,Kepler-1642,c,Kepler-1642 c,Transit,2,1,0,1,5355,178.89,-191.86,0,Kepler
2062,Kepler-1643,b,Kepler-1643 b,Transit,1,1,0,1,5508,58.66,-48.8,0,Kepler
2063,Kepler-1644,b,Kepler-1644 b,Transit,1,1,0,1,5499,66.43,-63.1,0,Kepler
2064,Kepler-1645,b,Kepler-1645 b,Transit,1,1,0,1,5812,119.73,-151.42,0,Kepler
2065,Kepler-1646,b,Kepler-1646 b,Transit,1,1,0,1,3299,36.22,-41.07,0,Kepler
2066,Kepler-1647,b,Kepler-1647 b,Transit,1,1,0,0,6210,100,-100,0,Kepler
2067,Kepler-1649,b,Kepler-1649 b,Transit,1,1,0,0,3240,61,-61,0,Kepler
2068,Kepler-165,b,Kepler-165 b,Transit,2,1,0,1,5211,200,-200,0,Kepler
2069,Kepler-165,c,Kepler-165 c,Transit,2,1,0,1,5211,200,-200,0,Kepler
2070,Kepler-1650,b,Kepler-1650 b,Transit,1,1,0,3,3410,56,-46,0,Kepler
2071,Kepler-1651,b,Kepler-1651 b,Transit,1,1,0,3,3713,57,-53,0,Kepler
2072,Kepler-1652,b,Kepler-1652 b,Transit,1,1,0,0,3638,51,-51,0,Kepler
2073,Kepler-1653,b,Kepler-1653 b,Transit,1,1,0,0,4807,100,-100,0,Kepler
2074,Kepler-1654,b,Kepler-1654 b,Transit,1,1,0,0,5597,95,-93,0,Kepler
2075,Kepler-1655,b,Kepler-1655 b,Transit,1,1,0,0,6148,71,-71,0,Kepler
2076,Kepler-1656,b,Kepler-1656 b,Transit,1,1,0,0,5731,60,-60,0,Kepler
2077,Kepler-166,b,Kepler-166 b,Transit,3,1,0,1,5413,200,-200,0,Kepler
2078,Kepler-166,c,Kepler-166 c,Transit,3,1,0,1,5413,200,-200,0,Kepler
2079,Kepler-166,d,Kepler-166 d,Transit,3,1,0,1,5413,200,-200,0,Kepler
2080,Kepler-167,b,Kepler-167 b,Transit,4,1,0,1,4890,50,-50,0,Kepler
